company_fyi,ticker,announcement_date,ai_causal,ai_primary,ai_broad,post_chatgpt,CAR_1_1,CAR_0_20,CAR_5_30,beta_mkt_ff4,listing_region,layoff_count,layoff_pct,industry,event_sequence,is_first_event
Lucid Diagnostics,LUCD,2023-01-18,0,0,0,1,4.85941845252587,-16.47136011150939,6.95638767052172,0.5265740893663788,US,,20%,Healthcare,1,1
Lyft,LYFT,2020-04-29,0,0,0,0,-7.3580277678605,-12.25805022033314,4.62226098318846,1.0768066322219083,US,982.0,17%,Transportation,1,1
LegalZoom,LZ,2023-10-19,0,0,0,1,-0.43594304472465,2.0783941833001403,1.0688781387628,1.2131266991765763,US,100.0,,Legal,1,1
Mobileye,MBLY,2024-09-09,0,0,1,1,-13.13289916880653,10.71352262749486,6.4373897343219495,0.996064753810536,US,100.0,,Transportation,1,1
Medtronic,MDT,2023-04-12,0,0,0,1,1.29304516691858,13.74958554361963,13.68180979505505,0.6676857344602805,US,59.0,,Healthcare,1,1
Meta,META,2022-11-09,0,0,1,0,6.32040751678576,13.59350939727647,30.588821988406178,1.2177968154995304,US,11000.0,13%,Consumer,1,1
Magnite,MGNI,2023-01-19,0,0,0,1,0.95038688147093,7.39806599573281,-31.54100089940975,1.4989283074955333,US,,6%,Marketing,1,1
MakeMyTrip,MMYT,2020-06-01,0,0,0,0,2.08785083218806,0.6390711143751701,-3.1742095637400403,0.7565459795984082,US,350.0,10%,Travel,1,1
Marqeta,MQ,2023-05-09,0,0,0,1,-0.5002706563188299,-3.88735144052557,16.053103324654288,1.113790159216497,US,,15%,Finance,1,1
Marvell,MRVL,2023-03-21,0,0,0,1,0.63566384480806,-3.11746559685591,-0.32155563126752,1.6877536924700216,US,320.0,4%,Hardware,1,1
Microsoft,MSFT,2022-07-12,0,0,0,0,-2.6531661126236403,-0.3902454822887199,-3.91517639086131,1.033700013706606,US,,,Other,1,1
Match Group,MTCH,2023-02-01,0,0,0,1,-10.98403999918092,-18.82200967250133,-29.37877567835578,1.1161717775583675,US,,8%,Consumer,1,1
Micron,MU,2023-01-01,0,0,0,1,0.03961336284768,6.24164428821017,8.305498218368939,1.3550665010492424,US,4800.0,10%,Hardware,1,1
nCino,NCNO,2023-01-18,0,0,0,1,-1.25488527492764,-8.34456510854328,-21.79828647721478,0.9960411736807512,US,100.0,7%,Finance,1,1
Cloudflare,NET,2024-01-11,0,0,0,1,-3.8599231993194,18.292822900649288,10.309870558431191,2.262322398042708,US,40.0,,Security,1,1
Netflix,NFLX,2022-04-28,0,0,0,0,-1.47834890630671,13.44469057125963,6.75718664451148,0.9545093176404422,US,25.0,,Media,1,1
NIO,NIO,2023-11-03,0,0,0,1,0.97999311804566,-15.59071758646676,-7.80231354931683,1.2238647501839406,US,,10%,Transportation,1,1
Presto,NPK,2023-11-20,0,0,1,1,-2.6208507236953,-6.76466102613458,-7.90247845119543,0.6159083682895918,US,,17%,Food,1,1
NerdWallet,NRDS,2024-07-30,0,0,0,1,-8.470137756086379,-24.51379487040871,-22.41978061758386,1.3000738457566907,US,,15%,Finance,1,1
Nerdy,NRDY,2022-12-08,0,0,0,1,-0.25897168243018,20.8979698327718,21.465583495413934,1.1314540568283085,US,,17%,Education,1,1
NetApp,NTAP,2023-01-31,0,0,0,1,0.59600202085722,0.57153636154381,0.9760437101831,1.024366741498242,US,960.0,8%,Data,1,1
NetEase,NTES,2025-02-22,0,0,0,1,-4.6183577144741,3.57134437281949,9.24034063777841,0.8702441970804595,US,,,Consumer,1,1
Nutanix,NTNX,2022-08-09,0,0,0,0,1.22532127376719,44.108310326650866,56.40279436722913,1.2512702771604025,US,270.0,4%,Infrastructure,1,1
Natera,NTRA,2022-11-22,0,0,0,0,4.69011467879303,21.09735421307221,15.89298980829564,1.0836943055414874,US,,,Healthcare,1,1
Nextdoor,NXDR,2023-11-07,0,0,0,1,-16.21669553099242,-7.55002313851508,0.6497259490355,1.2305683611868976,US,,25%,Consumer,1,1
Nayax,NYAX,2025-07-07,0,0,0,1,-15.48650079708339,-18.82471093041537,-16.07406144506165,0.574109284415714,US,70.0,6%,Finance,1,1
Okta,OKTA,2022-08-26,1,1,1,0,0.49813422754008,-25.105803220648088,-18.87032074005116,1.3405050431946186,US,24.0,,Security,1,1
Offerpad,OPAD,2022-11-11,0,0,0,0,10.136746276052133,2.90110206253807,-14.87054776529774,1.116172146694974,US,,7%,Real Estate,1,1
Opendoor,OPEN,2022-11-02,0,0,0,0,4.14279770663977,-12.36638286210596,-30.73013667164439,1.607289905983352,US,550.0,18%,Real Estate,1,1
Oportun,OPRT,2023-02-09,0,0,0,1,-7.005740858125691,-26.69911020473789,-11.25980530077613,1.32730603358208,US,155.0,10%,Finance,1,1
Oracle,ORCL,2022-08-01,0,0,0,0,-1.354030975327,-1.64693503143108,2.94028461371009,0.935248366709989,US,,,Other,1,1
Oatly,OTLY,2022-11-15,0,0,1,0,-15.89625504300271,-31.822984793904507,10.104632534744033,1.3189785203121236,US,,,Food,1,1
Ouster,OUST,2022-09-20,0,0,0,0,-11.525125696230209,-1.84363220346275,27.24179638365627,1.1779821515311726,US,,10%,Transportation,1,1
Owlet,OWLT,2022-07-22,0,0,0,0,-6.5606736306209,5.84585983557575,9.30118546768312,0.7719414547669279,US,,,Healthcare,1,1
PagSeguro,PAGS,2023-01-25,0,0,0,1,14.27972799045773,-7.19225234872438,-3.41996975585366,1.2188427215126771,US,,7%,Finance,1,1
UiPath,PATH,2022-06-27,0,0,1,0,1.0647212596429498,-19.578977626316952,-21.06927646075145,1.2661866472501142,US,210.0,5%,Data,1,1
Paycom,PAYC,2025-10-01,0,0,0,1,-9.88870022982644,-14.136830408987668,-31.57040063688834,0.896425009633988,US,500.0,,HR,1,1
Payoneer,PAYO,2023-06-26,0,0,0,1,0.52035052775082,5.3139474261967194,20.820490493367892,0.7022481400313547,US,200.0,10%,Finance,1,1
Procore,PCOR,2024-01-30,0,0,0,1,3.118881186933,0.3983345010904799,5.3835286030184,1.2709449817388456,US,,4%,Construction,1,1
PagerDuty,PD,2023-01-24,0,0,0,1,-3.791892696510181,-3.65873126697479,-5.864293049066769,1.0867451489944142,US,,7%,Product,1,1
Pegasystems,PEGA,2023-01-03,0,0,0,1,-0.5968096161167,-4.3182145546897,2.57750891270181,0.9781777991408148,US,245.0,4%,HR,1,1
Perion,PERI,2022-08-08,0,0,1,0,-1.4477869965096,8.217149704986259,14.912273139142073,1.3422998685618184,US,20.0,5%,Marketing,1,1
Pagaya,PGY,2023-01-18,0,0,0,1,-13.555295517411713,27.417688949687243,-12.82092388760959,0.9096785958775896,US,140.0,20%,Finance,1,1
Philips,PHG,2022-10-24,0,0,0,0,-6.02051358430541,10.34133990821138,13.95531116487882,0.8436965140008226,US,4000.0,5%,Healthcare,1,1
Phunware,PHUN,2023-07-20,0,0,0,1,-8.81227145552336,-6.86905824332666,-18.75055691897602,0.5205635260421866,US,,,Other,1,1
Impinj,PI,2024-02-13,0,0,0,1,-6.49485816628443,10.39159827117567,16.74615311172138,1.6574534061926047,US,50.0,10%,Other,1,1
Pinterest,PINS,2022-11-30,0,0,0,1,-2.94709856000458,6.12560629348312,1.7179046659207502,1.1739723999421954,US,,,Consumer,1,1
Planet,PL,2023-08-01,0,0,0,1,-0.39416349792675,-1.71385765399958,-3.01441228846584,0.7726669984869521,US,117.0,10%,Aerospace,1,1
Playtika,PLTK,2022-05-31,0,0,0,0,-4.3051949141506,3.55460578914796,-10.809291671758,1.2435405814994758,US,250.0,6%,Consumer,1,1
Palantir,PLTR,2023-02-27,0,0,0,1,-2.52914204802592,-1.15586637900023,-5.68673386339887,1.0219635431534413,US,75.0,2%,Data,1,1
Personalis,PSNL,2023-01-19,0,0,0,1,-20.87891154804098,33.791901687624346,10.75211729925498,1.1893141750742413,US,,30%,Healthcare,1,1
Pure Storage,PSTG,2024-02-08,0,1,1,1,3.79931529819955,24.33662932468991,16.069668730363677,1.3451112210675238,US,275.0,,Data,1,1
Peloton,PTON,2022-02-08,0,0,0,0,28.641856091385232,-17.81526448632551,24.82055239728688,-0.0132268625912713,US,2800.0,20%,Fitness,1,1
PubMatic,PUBM,2024-10-07,0,0,0,1,1.54926859300873,-6.51887089670854,-7.649583493603671,1.096783180749914,US,12.0,1%,Marketing,1,1
PayPal,PYPL,2022-05-23,0,0,0,0,0.93161177630874,1.92972444218024,1.7404703101273602,1.4409679820149814,US,83.0,,Finance,1,1
Qualcomm,QCOM,2022-12-22,0,0,0,1,-1.84316209853788,9.4219440123952,7.29007152146544,1.4021630376936476,US,153.0,,Hardware,1,1
Quantum SI,QSI,2023-01-30,0,0,0,1,-4.91174564055586,-14.84430860454049,-16.23862290272294,0.8624514621466174,US,,12%,Healthcare,1,1
Quanterix,QTRX,2022-08-09,0,0,0,0,-30.716967445576017,-6.35863585200917,-4.94079622812915,1.2894615609172733,US,130.0,25%,Healthcare,1,1
LiveRamp,RAMP,2022-11-03,0,0,0,0,-6.04680706394834,25.596793799627847,37.597048525215456,0.9541700707523656,US,,10%,Marketing,1,1
Roblox,RBLX,2023-09-22,0,0,0,1,2.73224106188514,32.75512692384147,40.1855402416548,1.219959844302839,US,30.0,,Consumer,1,1
Vicarious Surgical,RBOT,2023-02-15,0,0,0,1,2.63711356510344,-15.89418710351792,11.133358717964729,1.0799864470910645,US,,14%,Healthcare,1,1
The RealReal,REAL,2023-02-16,0,0,0,1,-1.99393067054025,-0.16106090194089,1.36998759717387,1.9532503392695535,US,230.0,7%,Retail,1,1
REE Automotive,REE,2023-02-09,0,0,0,1,13.35621298633137,23.45944560648531,-14.93011590596079,0.7325185785263976,US,100.0,50%,Transportation,1,1
Rent the Runway,RENT,2024-01-09,0,0,0,1,28.641856091385232,17.41225088142992,21.86896950070066,1.274515534878596,US,37.0,10%,Retail,1,1
Rigetti Computing,RGTI,2023-02-10,0,0,0,1,-18.556585151100062,-17.3404988895252,28.018989274381735,0.8147036189265855,US,,28%,Hardware,1,1
Rivian,RIVN,2023-02-01,0,0,0,1,-2.11628664299216,-9.79737013307907,-16.60553838379375,1.2666970553204733,US,,6%,Transportation,1,1
Rocket Companies,RKT,2025-07-18,0,0,0,1,10.24195456088883,29.89286790391207,22.59242973710484,0.3004178104938419,US,,2%,Real Estate,1,1
RingCentral,RNG,2022-08-04,0,0,0,0,-14.96152620434136,3.26114185244216,-4.3611040516749,1.3150044915738848,US,50.0,,Support,1,1
Roku,ROKU,2022-11-17,0,1,1,0,8.86236180579506,-4.43077722290857,-11.74469489255803,1.165650082345579,US,200.0,7%,Media,1,1
Rapid7,RPD,2023-08-08,0,0,0,1,10.616480307188947,24.06482828835798,21.39704599747309,0.9654125858727858,US,470.0,18%,Security,1,1
Riskified,RSKD,2024-02-13,0,0,0,1,-1.14571639353166,14.527751022932769,18.03306392226451,0.9026765439356385,US,40.0,6%,Retail,1,1
SentinelOne,S,2023-06-01,0,0,0,1,-30.716967445576017,-32.3701184273967,-25.63530048698063,0.8323032213176149,US,,5%,Security,1,1
Sabre,SABR,2023-05-04,0,0,0,1,-7.47149837241015,-15.98386435378481,-11.283687954099,1.2968828250485287,US,1100.0,15%,Travel,1,1
SAP,SAP,2023-01-26,0,0,0,1,-5.088185028225721,-2.9947862990759098,-1.03164090107834,0.8589341943205409,US,3000.0,3%,Other,1,1
Satellogic,SATL,2024-05-24,0,0,0,1,-16.16697753567879,-7.33335356123295,-27.271781668465,0.969161185379358,US,34.0,13%,Aerospace,1,1
Springbig,SBIG,2022-12-01,0,0,0,1,-0.17873527567035,-29.465029778052283,35.13010710034753,0.6652256470281507,US,37.0,23%,Sales,1,1
SolarEdge,SEDG,2024-01-21,0,0,0,1,1.35951421882004,28.547891709412895,4.30329776779572,1.6944434176161571,US,900.0,16%,Energy,1,1
Stitch Fix,SFIX,2020-06-01,0,0,0,0,1.46164431214332,1.1740085159239,12.15812203536334,1.0443740316966554,US,1400.0,18%,Retail,1,1
Shopify,SHOP,2020-08-14,0,0,0,0,-2.64432207745675,-15.46914256741149,-24.64782919881264,1.315327860205021,US,30.0,,Retail,1,1
SiriusXM,SIRI,2023-03-06,0,1,1,1,-5.43200273587513,-5.7965704791576,-11.38547466028091,0.5846334894323508,US,475.0,8%,Media,1,1
Skillz,SKLZ,2022-05-20,0,0,0,0,-1.4053155633662,-12.91668247988939,-18.74666164021253,1.8920894304470748,US,70.0,10%,Consumer,1,1
NuScale Power,SMR,2024-01-08,0,0,0,1,-11.936606303349247,29.86200870378402,11.50674227850792,0.9112633505093468,US,154.0,28%,Energy,1,1
Similarweb,SMWB,2022-11-16,0,0,0,0,-12.529149525661207,0.7253834278786601,40.33460700998521,0.9132964656613396,US,120.0,10%,Other,1,1
Snap,SNAP,2022-08-31,0,0,0,0,16.09811570609538,32.85480946439457,48.20284672893964,1.646832847159582,US,1280.0,20%,Consumer,1,1
Synopsys,SNPS,2023-01-27,0,0,0,1,-0.1748380149905199,0.74623061209609,-0.92036790140807,1.078010545722269,US,100.0,,Other,1,1
SoFi,SOFI,2023-01-30,0,0,0,1,15.872577458523809,15.07195033960822,4.94188653496071,1.0663480230261515,US,,,Finance,1,1
Sonder,SONDQ,2023-03-01,0,0,0,1,-16.220107141554728,9.15930789807196,-37.19803556588538,1.7959559355474832,US,100.0,14%,Travel,1,1
Sonos,SONO,2020-06-24,0,0,0,0,0.57884423885785,15.88821892998057,6.791819521638991,0.7453662168165882,US,174.0,12%,Consumer,1,1
Spotify,SPOT,2022-10-06,0,0,0,0,1.43885634993776,-7.18662834053589,-9.248659634373867,1.172910276557836,US,,,Media,1,1
Sprout Social,SPT,2024-11-25,0,0,0,1,4.844179988142041,10.59793120185911,20.55193694631404,1.3644337106407904,US,,,Marketing,1,1
Sportradar,SRAD,2023-11-02,0,0,0,1,4.3727008100747,11.16241175110614,5.4237576324553,1.120469707331937,US,,10%,Data,1,1
Stem,STEM,2025-04-29,0,0,0,1,28.641856091385232,8.77748563283918,39.76794691092822,0.0778559499196201,US,,27%,Energy,1,1
Stone,STNE,2020-05-12,0,0,0,0,-18.45732285516974,24.73472134468842,30.398286154814556,1.4159500344924494,US,1300.0,20%,Finance,1,1
Seagate,STX,2022-10-26,0,0,0,0,-8.82443542066043,-8.4196449663576,-0.54189592038272,1.1687537429110475,US,3000.0,8%,Hardware,1,1
SWVL,SWVL,2022-05-30,0,0,1,0,1.0933294486964,53.75216872479166,-24.60848511354124,0.8661421793866507,US,400.0,32%,Transportation,1,1
Synlogic,SYBX,2022-12-01,0,0,0,1,25.89542150601329,37.15014327074379,56.81155128748049,0.5574144872186776,US,,25%,Healthcare,1,1
TaskUs,TASK,2023-02-22,0,0,0,1,11.41805823234219,-20.91593958318942,-23.3146648694459,1.504204885250323,US,186.0,,Support,1,1
Taboola,TBLA,2022-09-13,0,0,1,0,-0.90174590743421,-7.294824271960961,-11.998275024413733,0.9514599213372056,US,100.0,6%,Marketing,1,1
Teradata,TDC,2024-08-06,0,0,0,1,-16.01070199388526,-3.0088113925384503,-2.70439723097915,0.9462926327889528,US,,13%,Data,1,1
Teladoc Health,TDOC,2023-01-18,0,0,0,1,-4.89918197324291,-1.98938587880199,-5.5318449838417,1.147865688321987,US,300.0,6%,Healthcare,1,1
ThredUp,TDUP,2022-08-15,0,0,0,0,11.37823490918429,33.063361644094606,24.20370266944716,1.1445677966700556,US,,15%,Retail,1,1
Atlassian,TEAM,2023-03-06,0,0,0,1,5.20096879692315,-14.47867010543752,-9.83299334620208,1.3862411362570315,US,500.0,5%,Other,1,1
Tenable,TENB,2024-02-07,0,0,0,1,4.2481479702944895,-4.92374112962998,-3.6816445376421,1.0716642721638223,US,,5%,Security,1,1
Toast,TOST,2024-02-15,0,0,0,1,11.56942574584452,22.76741280170199,25.320488087136926,1.6864318280376618,US,550.0,10%,Food,1,1
LendingTree,TREE,2022-11-03,0,0,0,0,11.14002905893198,11.92589677683435,15.81328725470802,1.3753522578327373,US,200.0,,Finance,1,1
TripAdvisor,TRIP,2020-04-28,0,0,0,0,-2.17725908610611,13.004634253456,4.7750369664889405,0.7884841424281299,US,900.0,25%,Travel,1,1
Maven,TRLFF,2020-03-30,0,0,0,0,-30.45735217490076,27.215124371589933,37.07346534712851,0.5321312579926558,US,31.0,9%,Media,1,1
Tesla,TSLA,2022-06-03,0,0,1,0,-6.377853558658959,-11.572094382127467,-7.24273226862847,1.3226560554904108,US,,10%,Transportation,1,1
The Trade Desk,TTD,2025-12-17,0,0,1,1,3.88867700095237,5.95716455394542,-4.71232071281487,1.0703439666300434,US,,,Marketing,1,1
TechTarget,TTGT,2022-12-08,0,0,0,1,1.30349949481846,12.528329113237891,9.1719927716079,0.973528408081751,US,60.0,5%,Marketing,1,1
Take-Two Interactive,TTWO,2023-03-07,0,0,0,1,1.85224605716559,9.22745962716615,16.80382433935955,0.6901748013021862,US,,,Consumer,1,1
Twilio,TWLO,2022-09-14,0,0,0,0,14.0810268982964,27.03476763018499,37.52046988892996,1.2956799553629224,US,800.0,11%,Other,1,1
Twist Bioscience,TWST,2023-05-05,0,0,0,1,7.39205893063373,14.64308967407995,27.73979514773124,1.166910207822459,US,270.0,25%,Healthcare,1,1
10X Genomics,TXG,2022-08-04,0,0,0,0,-6.390989206218051,-3.73783242014153,-3.10343491919021,1.253231701997232,US,100.0,8%,Healthcare,1,1
Unity,U,2022-06-29,0,0,0,0,-5.82764939656437,-34.01058431743097,-21.42819808921237,1.658866609494222,US,200.0,4%,Other,1,1
Uber,UBER,2022-09-07,0,0,0,0,0.0429100318073,3.9494984304164698,15.10318762658763,1.252441312808786,US,60.0,,Transportation,1,1
Udemy,UDMY,2023-02-14,0,0,0,1,-1.76475385433055,-24.512970072128372,-36.14908827186497,0.7564489654799385,US,,10%,Education,1,1
Upstart,UPST,2022-11-01,0,0,0,0,0.06723505301998,-6.4299189450929,-12.88660996529889,1.9942896448969123,US,140.0,7%,Finance,1,1
Upwork,UPWK,2023-05-03,0,0,0,1,-15.918783840893347,-9.078129713108533,-11.75012242034086,0.7342066184005726,US,137.0,15%,Other,1,1
View,VRAYQ,2023-04-03,0,0,0,1,-1.47676385513201,-45.619149698511066,-48.81887068243653,1.1808845791470084,US,170.0,23%,Other,1,1
Varonis,VRNS,2022-11-06,0,0,0,0,11.2134409816126,23.349202868371812,8.70968038714746,0.9611479130652116,US,110.0,5%,Security,1,1
Viasat,VSAT,2023-04-12,0,0,0,1,-0.98955274107641,12.0831271974986,30.54580545702688,1.201094669358366,US,300.0,4%,Other,1,1
Wayfair,W,2022-08-19,0,0,0,0,-4.534269437193831,-5.10857725095877,0.26806589756768,1.6296880799963716,US,870.0,5%,Retail,1,1
Wallbox,WBX,2023-01-19,0,0,0,1,5.55253099835088,23.76108654054937,46.65990030487668,0.7295955285293863,US,,15%,Energy,1,1
Workday,WDAY,2023-01-31,0,0,0,1,2.08914091686544,6.59396198344284,1.26739528244137,0.884459857075443,US,525.0,3%,HR,1,1
Western Digital,WDC,2022-11-22,0,0,0,0,-1.30921947739071,-7.43111842881193,0.7812952853341499,1.3078209792663955,US,251.0,,Hardware,1,1
Wex,WEX,2024-06-18,0,0,0,1,-0.43008437088968,5.04211302960016,-2.24325123588856,0.978677909959376,US,375.0,5%,Finance,1,1
Wix,WIX,2022-08-09,0,0,0,0,8.05935095435621,15.537571416503429,57.413757821474384,1.1525858413881933,US,100.0,,Marketing,1,1
XP,XP,2023-01-17,0,0,0,1,-2.9812469232477703,-7.24710854555828,-25.919836358902348,0.9328049453193096,US,,,Finance,1,1
Xero,XRX,2023-03-09,0,0,0,1,1.23010706966344,-2.44211280078886,-6.91679020576242,1.2202282990173137,US,800.0,15%,Finance,1,1
Block,XYZ,2023-10-04,0,0,0,1,0.7985641386429799,5.79195860980233,24.32861997175982,1.6604277275126642,US,,,Finance,1,1
Yelp,YELP,2020-04-09,0,0,0,0,-7.71827465002229,-5.55801209016542,-1.83247165066304,1.0853709903021818,US,1000.0,17%,Consumer,1,1
Yext,YEXT,2023-01-23,0,0,0,1,-1.36050288991329,6.14809924395349,21.08459328425069,0.8067785518447312,US,,8%,Marketing,1,1
Zillow,Z,2021-11-02,0,0,0,0,-30.716967445576017,-45.619149698511066,-35.28922618761628,1.2396817368203403,US,2000.0,25%,Real Estate,1,1
Zebra Technologies,ZBRA,2023-08-28,0,0,0,1,-0.69674108961494,-9.98207617605312,-11.883204975914891,1.2359911505366754,US,700.0,7%,Manufacturing,1,1
ZipRecruiter,ZIP,2023-05-31,0,0,0,1,-0.20180594376966,7.50911419134085,6.678547252069531,0.9691141205492886,US,270.0,20%,Recruiting,1,1
Zoom,ZM,2023-02-07,0,0,0,1,4.31179096027848,1.49923578094214,0.1534916170718699,0.9894524715176338,US,1300.0,15%,Other,1,1
Zscaler,ZS,2023-03-02,0,0,0,1,-10.96573280306884,-22.4008813041955,-27.660798660850837,1.2263037904918672,US,177.0,3%,Security,1,1
